"Accession.name","BioSample","SRA","ID","Source","Continent","CIAT.code","DOI","Synonyms","Common.names","Organism","Genus","Species","Collection.status","Biological.status","CORE.collection","Country","Department","County","Place","Date.of.collection..dd.mm.yyyy.","Altitude..masl.","Latitude..decimal.","Longitude..decimal.","Donor.name","Institution","Donor.country","Collector.name","Date.of.receipt..dd.mm.yyyy.","Growth.habit","Plant.height..cm.","Flowering","Shape.of.leaf.lobe.central","Petiole.color","Developed.leaf.color","Number.of.leaf.lobes","Root.color","Dry.matter.content....","Total.HCN.content..ppm.","Total.sugars....","Total.amylose....","Clarity....","Temperature.pasting...C.","Maximum.viscosity","Breakdown..cP.","Easy.cooking..minutes."
"TMS-I972205","SAMN04117010","SRR2847466, SRR2847465","TMS-I972205","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Mixed crosses",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AR 40-6","SAMN02693376","SRR2847392, SRR1261865","AR40-6","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Mixed crosses",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"AR 37-80","SAMN02693375","SRR1250413","AR37-80","Bredeson et al. 2016","Africa","","","","","Manihot esculenta","Manihot","esculenta","","Mixed crosses",NA,"Nigeria","","","Ibadan","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"M. glaziovii(R)","SAMN02693379","SRR1261868, SRR2847417, SRR2847418, SRR2847419, SRR2847420","M.glaziovii(R)","Bredeson et al. 2016","Africa","","","","","Manihot carthaginensis subsp. glaziovii","Manihot","carthaginensis subsp. glaziovii","","Other Manihot",NA,"Tanzania","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"M. glaziovii(S)","SAMN02693380","SRR1261870, SRR2847421, SRR2847422, SRR2847423, SRR2847424","M.glaziovii(S)","Bredeson et al. 2016","Africa","","","","","Manihot carthaginensis subsp. glaziovii","Manihot","carthaginensis subsp. glaziovii","","Other Manihot",NA,"Tanzania","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"GLA XXX-8","SAMN04116943","SRR2847412	","GLAXXX-8","Bredeson et al. 2016","South America","","","","","Manihot carthaginensis subsp. glaziovii","Manihot","carthaginensis subsp. glaziovii","","Other Manihot",NA,"Brazil","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSE XXX-1","SAMN04116946","SRR2847457","PSEXXX-1","Bredeson et al. 2016","South America","","","","","Manihot pseudoglaziovii","Manihot","pseudoglaziovii","","Other Manihot",NA,"Brazil","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tree Cassava","SAMN02693392","SRR2847472, SRR2847471, SRR2847470, SRR2847469, SRR1261959","TreeCassava","Bredeson et al. 2016","Africa","","","","","Manihot esculenta x glaziovii","Manihot","esculenta x glaziovii","","Other Manihot",NA,"Tanzania","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"KU50","SAMN02592734","SRR1770157, SRR1770281, SRR1770283, SRR1770284, SRR1770286, SRR1770288, SRR1770329, SRR1770330, SRR1770331, SRR1770336, SRR1770337, SRR1770339, SRR1770340, SRR1770344","KU50_2","Wang et al. 2014","Asia","","","","","Manihot esculenta","Manihot","esculenta","","",NA,"Thailand","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"W14","SAMN02592733","SRR1765889, SRR1765890, SRR1765891, SRR1765892, SRR1765893, SRR1765894, SRR1765895, SRR1768446, SRR1768447, SRR1768448, SRR1768449, SRR1768450, SRR1768451, SRR1768452, SRR1768453, SRR1768465, SRR1768466, SRR1768467, SRR1768468, SRR1768469, SRR1768470, SRR1770053, SRR1770055, SRR1770057, SRR1770058, SRR1770059, SRR1770060, SRR1770061, SRR1770062, SRR1770063, SRR1770065, SRR1770066, SRR1770086, SRR1770100","W14","Wang et al. 2014","South America","","","","","Manihot carthaginensis subsp. glaziovii","Manihot","carthaginensis subsp. glaziovii","","Other Manihot",NA,"Brazil","","","","",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1218","SAMN43990763","SRR30930776","CERR_1218","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_810","SAMN43990764","SRR30930662","CERR_810","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-15.703749,-47.37505,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1369","SAMN43990765","SRR30930805","CERR_1369","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-15.703749,-47.37505,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1271","SAMN43990766","SRR30930533","CERR_1271","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-10.259883,-48.417275,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1085","SAMN43990767","SRR30930884","CERR_1085","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-15.631003,-47.521394,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1368","SAMN43990768","SRR30930782","CERR_1368","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-10.153808,-36.898755,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1262","SAMN43990769","SRR30930817","CERR_1262","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-10.259883,-48.417275,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_642","SAMN43990770","SRR30930825","CERR_642","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-4.2238119,-38.732358,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1347","SAMN43990771","SRR30930615","CERR_1347","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-16.701023,-48.075591,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1249","SAMN43990772","SRR30930775","CERR_1249","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-16.340955,-46.939592,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1344","SAMN43990773","SRR30930764","CERR_1344","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-15.372011,-48.551587,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1115","SAMN43990774","SRR30930753","CERR_1115","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-16.701023,-48.075591,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1221","SAMN43990775","SRR30930742","CERR_1221","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-1.0529413,-46.791475,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_898","SAMN43990776","SRR30930610","CERR_898","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-18.872932,-48.894517,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_834","SAMN43990777","SRR30930599","CERR_834","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-18.300387,-45.32579,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_813","SAMN43990778","SRR30930719","CERR_813","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-17.743809,-46.196911,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1213","SAMN43990779","SRR30930678","CERR_1213","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-1.0661009,-47.277632,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_798","SAMN43990780","SRR30930660","CERR_798","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1107","SAMN43990781","SRR30930722","CERR_1107","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-24.454223,-54.179845,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1106","SAMN43990782","SRR30930710","CERR_1106","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-3.6229132,-41.066058,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1248","SAMN43990783","SRR30930852","CERR_1248","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-10.259883,-48.417275,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1093","SAMN43990784","SRR30930661","CERR_1093","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-15.721387,-48.077445,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_503","SAMN43990785","SRR30930705","CERR_503","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1337","SAMN43990786","SRR30930694","CERR_1337","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-15.631003,-47.521394,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_225","SAMN43990787","SRR30930659","CERR_225","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-12.667096,-39.127582,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1323","SAMN43990788","SRR30930581","CERR_1323","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-15.623585,-46.442359,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1259","SAMN43990789","SRR30930570","CERR_1259","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-15.685429,-47.684368,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_975","SAMN43990790","SRR30930877","CERR_975","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-19.855529,-47.503043,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_213","SAMN43990791","SRR30930866","CERR_213","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-14.13293,-39.75297,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1226","SAMN43990792","SRR30930804","CERR_1226","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-2.4514174,-54.80778,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1304","SAMN43990793","SRR30930793","CERR_1304","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-7.5080508,-39.865005,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1303","SAMN43990794","SRR30930651","CERR_1303","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-7.6818442,-40.236477,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAST_CAS_36_16","SAMN43990795","SRR30930640","CAST_CAS_36_16","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-0.804229,-47.63368,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1410","SAMN43990796","SRR30930548","CERR_1410","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-3.0443101,-60.107191,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1301","SAMN43990797","SRR30930537","CERR_1301","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-7.6818442,-40.236477,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAST_CAS_062","SAMN43990798","SRR30930886","CAST_CAS_062","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-0.3057139,-56.008155,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1407","SAMN43990799","SRR30930536","CERR_1407","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-3.0443101,-60.107191,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1300","SAMN43990800","SRR30930535","CERR_1300","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-7.5715255,-40.52148,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAST_CAS_36_26","SAMN43990801","SRR30930534","CAST_CAS_36_26","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-1.1742642,-47.705495,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAST_CAS_71","SAMN43990802","SRR30930893","CAST_CAS_71","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-2.4514174,-54.80778,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1345","SAMN43990803","SRR30930892","CERR_1345","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-15.372011,-48.551587,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_579","SAMN43990804","SRR30930891","CERR_579","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAST_CAS_056","SAMN43990805","SRR30930890","CAST_CAS_056","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-12.352976,-38.404734,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1086","SAMN43990806","SRR30930889","CERR_1086","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-15.631003,-47.521394,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1305","SAMN43990807","SRR30930625","CERR_1305","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-7.5080508,-39.865005,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_989","SAMN43990808","SRR30930624","CERR_989","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,NA,NA,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_971","SAMN43990809","SRR30930623","CERR_971","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-18.934337,-47.01953,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_923","SAMN43990810","SRR30930622","CERR_923","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-16.96737,-49.246346,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1437","SAMN43990811","SRR30930885","CERR_1437","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-15.685429,-47.684368,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1328","SAMN43990812","SRR30930883","CERR_1328","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-15.763669,-47.493897,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CERR_1370","SAMN43990813","SRR30930635","CERR_1370","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-16.340955,-46.939592,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAST_CAS_36_17","SAMN43990845","SRR30930779","CAST_CAS_36_17","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Living collection","Domesticated",NA,"Brazil","","","","2018",NA,-1.0661009,-47.277632,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"X2018_1","SAMN43990927","SRR30930731","X2018_1","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Active cultivation","Domesticated",NA,"Brazil","","","","2018",NA,-12.8,-53.7,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"X2018_2","SAMN43990928","SRR30930733","X2018_2","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Active cultivation","Domesticated",NA,"Brazil","","","","2018",NA,-12.8,-53.7,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"X2018_3","SAMN43990929","SRR30930590","X2018_3","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Active cultivation","Domesticated",NA,"Brazil","","","","2018",NA,-12.8,-53.7,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"X2018_4","SAMN43990930","SRR30930680","X2018_4","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Active cultivation","Domesticated",NA,"Brazil","","","","2018",NA,-12.8,-53.7,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"X2018_5","SAMN43990931","SRR30930679","X2018_5","Kistler et al. 2025","South America","","","","","Manihot esculenta","Manihot","esculenta","Active cultivation","Domesticated",NA,"Brazil","","","","2018",NA,-12.8,-53.7,"","","","","","",NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA
