"Accession.name","BioSample","SRA","ID","Source","Continent","CIAT.code","DOI","Synonyms","Common.names","Organism","Genus","Species","Collection.status","Biological.status","CORE.collection","Country","Department","County","Place","Date.of.collection..dd.mm.yyyy.","Altitude..masl.","Latitude..decimal.","Longitude..decimal.","Donor.name","Institution","Donor.country","Collector.name","Date.of.receipt..dd.mm.yyyy.","Growth.habit","Plant.height..cm.","Flowering","Shape.of.leaf.lobe.central","Petiole.color","Developed.leaf.color","Number.of.leaf.lobes","Root.color","Dry.matter.content....","Total.HCN.content..ppm.","Total.sugars....","Total.amylose....","Clarity....","Temperature.pasting...C.","Maximum.viscosity","Breakdown..cP.","Easy.cooking..minutes."
"COL76A","SAMN47007684","SRR32689847","COL76A_2","This study","South America","COL 76A","10.18730/P86P*","COL 76A, SUC-314","Mona Blanca","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Sucre","San Pedro","Soledad","19-05-1969",150,9.35,-75.0333,"","","","Victor Manuel Patino","19-05-1969","Bush",130,"Absent","Lanceolate","","","","White",46.44,236,2.35,18.19,57.8,68.2,649,307,1.79
"COL845A","SAMN47007699","SRR32633406","COL845A","This study","South America","COL 845A","10.18730/P9AEX","COL 845A, CUN-372","Pata Guacharaca","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Cundinamarca","La Pe#A","El Paramo","13-11-1969",1000,5.2,-74.4,"","","","Pablo Emilio Daza","13-11-1969","Bush",NA,"","","","","","",42.69,237,1.9,18.13,52.6,68.2,863,340,1.76
"COL850","SAMN47007702","SRR32633404","COL850","This study","South America","COL 850","10.18730/PD08S","COL 850, CUN-377","Almidona","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Cundinamarca","Topaipi","La Resevera","13-11-1969",1600,5.3,-74.2667,"","","","Pablo Emilio Daza","13-11-1969","Bush",NA,"","","","","","",35.11,86,2.42,21.35,56.9,67,737,234,2.93
"COL854","SAMN47007703","SRR32633403","COL854","This study","South America","COL 854","10.18730/P9SEW","ANT-369, COL 854","Blanca","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Antioquia","Armenia","La Margarita","27-11-1969",1600,6.1,-75.7167,"","","","Pablo Emilio Daza","27-11-1969","Bush",190,"Absent","Lanceolate","","","","White",25.83,291,9.5,24.71,27.9,63.4,742,160,4.3
"COL89","SAMN47007713","SRR32633402","COL89","This study","South America","COL 89","10.18730/P904*","COL 89, VAL-312","Amarilla","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Valle Del Cauca","Buga","La Esperanza","03-06-1969",960,3.8333,-76.2667,"","","","Pablo Emilio Daza","03-06-1969","Bush",180,"Absent","Lanceolate","","","","Cream",28.8,116,4.03,20.33,47.7,66,915,371,2.71
"COL97","SAMN47007725","SRR32633401","COL97","This study","South America","COL 97","10.18730/PBNDQ","COL 97, VAL-320","Sietemesina","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Valle Del Cauca","Tulua","El Danubio","04-06-1969",1190,4.0667,-76.1667,"","","","Pablo Emilio Daza","04-06-1969","Bush",200,"Present","Lanceolate","","","","Cream",26.22,91,4.16,21.08,43.2,62.15,856,365,3.26
"COL1008","SAMN47007408","SRR32689869","COL1008_2","This study","South America","COL 1008","10.18730/PBRA5","ANT-433, COL 1008","Negra","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Antioquia","Girardota","Juan De Gil","13-12-1969",1325,6.35,-75.4,"","","","Alberto Angel","13-12-1969","Bush",260,"Present","Elliptic-Lanceolate","","","","Cream",22.05,193,7.05,23.54,22.5,65.15,779,194,3.91
"COL1033","SAMN47007410","SRR32633445","COL1033","This study","South America","COL 1033","10.18730/PCZTB","ANT-458, COL 1033","Puerte#A","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Antioquia","Remedios","Jesus A.Mejia","16-12-1969",740,7.0167,-74.6333,"","","","Alberto Angel","17-12-1969","Bush",NA,"Present","Oblong-Lanceolate","Green With Little Red","Dark Green","Nine Lobes","",20.03,56,9.73,20.73,50.3,65.25,910,250,3.68
"COL1050","SAMN47007412","SRR32633312","COL1050","This study","South America","COL 1050","10.18730/PDVG9","ANT-475, COL 1050","Sietemesina","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Antioquia","Yolombo","Fidelina Ibarra","18-12-1969",1375,6.55,-75,"","","","Alberto Angel","18-12-1969","Bush",195,"Absent","Lanceolate","Green With Little Red","Dark Green","Nine Lobes","White",15.82,110,14.1,23.22,25.8,66.3,534,110,4.01
"COL1052","SAMN47007413","SRR32633274","COL1052","This study","South America","COL 1052","10.18730/P9S3H","ANT-477, COL 1052","Casposa","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Antioquia","San Roque","Carlos Cardona","18-12-1969",1420,6.45,-75,"","","","Alberto Angel","18-12-1969","Bush",185,"Absent","Lanceolate","","","","White",23.66,523,3.4,21.28,35,64.65,553,238,1.86
"COL1065","SAMN47007416","SRR32633563","COL1065","This study","South America","COL 1065","10.18730/PA1Q$","ANT-490, COL 1065","Casposa","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Antioquia","Gomez Plata","Villa Luz","19-12-1969",1510,6.6333,-75.2,"","","","Alberto Angel","19-12-1969","Bush",180,"Present","Lanceolate","","","","Cream",27.25,125,4.25,21.37,42.9,63.45,702,278,2.25
"COL1069","SAMN47007418","SRR32633552","COL1069","This study","South America","COL 1069","10.18730/PAZEQ","ANT-494, COL 1069","Gallinaza","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Antioquia","Puerto Berrio","Lazaro Marin","25-12-1969",260,6.4667,-75.35,"","","","Alberto Angel","20-12-1969","Bush",200,"Absent","Elliptic-Lanceolate","Green","Dark Green","Seven Lobes","White",44.44,58,2.01,18.88,53.1,66.6,722,170,3.62
"COL1073","SAMN47007420","SRR32633361","COL1073","This study","South America","COL 1073","10.18730/PC643","ANT-498, COL 1073","Sietemesina","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Antioquia","Puerto Berrio","E.Guerrero","25-12-1969",270,6.4667,-75.35,"","","","Alberto Angel","20-12-1969","Bush",160,"Absent","Lanceolate","Green With Little Red","Dark Green","Five Lobes","White",42.26,70,2.6,20.91,39.3,67,730,304,2.48
"COL110","SAMN47007423","SRR32633464","COL110","This study","South America","COL 110","10.18730/P902Y","COL 110, VAL-333","Sietemesina","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Valle Del Cauca","Caicedonia","La Aurora","09-06-1969",1200,4.2833,-75.75,"","","","Pablo Emilio Daza","09-06-1969","Bush",200,"Present","Straight or Linear","","","","White",30.94,79,2.3,22.25,49.9,63.45,734,497,1.56
"COL1107","SAMN47007424","SRR32633350","COL1107","This study","South America","COL 1107","10.18730/PAM3Y","COL 1107, CUN-399","Chirosa","Manihot esculenta","Manihot","esculenta","","Landrace",1,"Colombia","Cundinamarca","La Vega","La Rosita","09-01-1970",1300,5,-74.3,"","","","Pablo Emilio Daza","09-01-1970","Bush",270,"Present","Straight or Linear","","","","White",30.96,77,3.12,20.42,33.9,64.7,824,314,2.87
"COL1112A","SAMN47007425","SRR32633453","COL1112A","This study","South America","COL 1112A","10.18730/PDVA3","COL 1112A, CUN-404","Caucana","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Cundinamarca","Vergara","Villadoris","09-01-1970",1300,5.1167,-74.35,"","","","Pablo Emilio Daza","09-01-1970","Bush",170,"Present","Lanceolate","","","","White",34.06,194,2.8,19.23,45.9,64.15,744,190,3.94
"COL1134","SAMN47007428","SRR32633444","COL1134","This study","South America","COL 1134","10.18730/PBN8J","BOY-302, COL 1134","Pate Zuro","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Boyaca","Buena Vista","Santa Barbara","12-01-1970",1700,5.4833,-74.8667,"","","","Pablo Emilio Daza","12-01-1970","Bush",265,"Present","Lanceolate","","","","Yellow",19.33,291,11.67,21.31,35.2,65.1,875,312,3.26
"COL1136","SAMN47007430","SRR32633433","COL1136","This study","South America","COL 1136","10.18730/PA4PJ","BOY-304, COL 1136","Gualona Chiquita","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Boyaca","Maripi","Las Mercedes","12-01-1970",1000,5.5167,-74,"","","","Pablo Emilio Daza","12-01-1970","Bush",215,"Present","Lanceolate","","","","White",34.39,191,4.18,21.64,38.1,62.55,856,353,3.19
"COL114","SAMN47007431","SRR32633222","COL114","This study","South America","COL 114","10.18730/P903Z","COL 114, VAL-337","Zanca De Cocli","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Valle Del Cauca","La Victoria","La Argentina","10-06-1969",980,4.4833,-76.0167,"","","","Pablo Emilio Daza","10-06-1969","Bush",215,"Absent","Lanceolate","Red","Green-Purple","Nine Lobes","Cream",15.32,248,12,23.32,25.7,63.5,829,106,4.82
"COL1141","SAMN47007432","SRR32633346","COL1141","This study","South America","COL 1141","10.18730/PAM1W","BOY-309, COL 1141","Pali Blanca","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Boyaca","Coper","Urbano(J.Moreno)","12-01-1970",1200,5.4167,-74.0333,"","","","Pablo Emilio Daza","12-01-1970","Bush",NA,"","","","","","",24.09,40,7.1,22.23,19.75,65.1,733,198,3.45
"COL1142B","SAMN47007433","SRR32633335","COL1142B","This study","South America","COL 1142B","10.18730/P8F79","BOY-310, COL 1142B","Patona","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Boyaca","Maripi","Urbano","12-01-1970",1200,5.5167,-74,"","","","Pablo Emilio Daza","12-01-1970","Bush",280,"Present","Lanceolate","","","","White",23.11,72,3,19.6,46.8,64.75,302,207,1.92
"COL1147","SAMN47007434","SRR32633324","COL1147","This study","South America","COL 1147","10.18730/PBDR0","BOY-315, COL 1147","Guacharaca","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Boyaca","Pauna","Jose V.Cortez","13-01-1970",1200,5.6,-73.9167,"","","","Pablo Emilio Daza","13-01-1970","Bush",140,"Present","Lanceolate","","","","White",39.65,67,6.2,17.55,50.8,64.9,587,312,1.86
"COL1148","SAMN47007435","SRR32633233","COL1148","This study","South America","COL 1148","10.18730/PC5Z=","BOY-316, COL 1148","Cooperena","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Boyaca","Pauna","Jose V.Cortez","13-01-1970",1200,5.6,-73.9167,"","","","Pablo Emilio Daza","13-01-1970","Bush",250,"Present","Straight or Linear","","","","White",28.83,190,3.27,21.64,38.8,64.7,790,346,2.71
"COL116","SAMN47007437","SRR32633547","COL116","This study","South America","COL 116","10.18730/PA4RM","COL 116, VAL-339","Bodera","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Valle Del Cauca","La Victoria","La Angustia","10-06-1969",980,4.4833,-76.0167,"","","","Pablo Emilio Daza","10-06-1969","Bush",245,"Present","Lanceolate","","","","White",29.16,114,4.4,25.46,30.25,66.85,667,275,1.92
"COL1174","SAMN47007438","SRR32633536","COL1174","This study","South America","COL 1174","10.18730/P97A3","COL 1174, SAN-346","Arrobera","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Santander Del Sur","Barbosa","Villa Pinzon","15-01-1970",1200,5.8667,-73.5667,"","","","Pablo Emilio Daza","15-01-1970","Bush",360,"Absent","Lanceolate","","","","White",30.19,89,1.29,19.69,55.8,63,661,192,3.32
"COL1190","SAMN47007439","SRR32633525","COL1190","This study","South America","COL 1190","10.18730/PCEPJ","COL 1190, SAN-362","Palmera Colorada","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Santander Del Sur","Pinchote","Carmen Gomez","17-01-1970",1000,6.0333,-73.1667,"","","","Victor Manuel Patino","17-01-1970","Bush",295,"Present","Lanceolate","","","","White",35.1,131,3.99,22.01,36,66.9,654,254,2.93
"COL122","SAMN47007441","SRR32633206","COL122","This study","South America","COL 122","10.18730/P901X","COL 122, VAL-345","Caucanita","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Valle Del Cauca","Cartago","Piedra De Moler","10-06-1969",1000,4.7,-75.85,"","","","Pablo Emilio Daza","10-06-1969","Bush",250,"Present","Lanceolate","","","","Cream",21.39,93,11.4,19.49,59,64.2,721,210,4.01
"COL1225","SAMN47007442","SRR32633311","COL1225","This study","South America","COL 1225","10.18730/PC5X~","COL 1225, SAN-397","Yaragoa","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Santander Del Sur","San Jose De Suaita","Luis Rodriguez","18-01-1970",1330,6.0833,-73.25,"","","","Victor Manuel Patino","18-01-1970","Bush",NA,"","","","","","",35.41,94,2.6,20.42,51.7,64.05,1159,624,1.89
"COL1228","SAMN47007443","SRR32633300","COL1228","This study","South America","COL 1228","10.18730/PAKYS","COL 1228, SAN-400","Flor Rosada","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Santander Del Sur","San Jose De Suaita","Luis Rodriguez","18-01-1970",1330,6.0833,-73.25,"","","","Victor Manuel Patino","18-01-1970","Bush",NA,"","","","","","",21.56,158,6.1,21.83,39.4,67.4,676,157,3.55
"COL1231","SAMN47007445","SRR32633195","COL1231","This study","South America","COL 1231","10.18730/P84WB","COL 1231, SAN-403","Arrobera","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Santander Del Sur","San Jose De Suaita","Luis Rodriguez","18-01-1970",1330,6.0833,-73.25,"","","","Victor Manuel Patino","18-01-1970","Bush",215,"Absent","Lanceolate","","","","White",29.1,140,3.37,18.48,31.5,63.75,760,249,2.9
"COL1236","SAMN47007446","SRR32633416","COL1236","This study","South America","COL 1236","10.18730/PDV81","COL 1236, SAN-408","Yema De Huevo","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Santander Del Sur","Velez","Jose M.Pinzon","19-01-1970",930,6,-73.6167,"","","","Victor Manuel Patino","19-01-1970","Bush",265,"Absent","Lanceolate","","","","Yellow",30.35,75,7.52,20.73,55,67.05,622,201,2.71
"COL126","SAMN47007447","SRR32633405","COL126","This study","South America","COL 126","10.18730/PDAVZ","COL 126, VAL-349","Almidona","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Valle Del Cauca","Argelia","La Marina","11-06-1969",1650,4.6833,-76.1,"","","","Pablo Emilio Daza","11-06-1969","Bush",220,"Absent","Lanceolate","","","","White",37,119,2.42,22.52,49.3,65.05,737,303,2.74
"COL132","SAMN47007451","SRR32633509","COL132","This study","South America","COL 132","10.18730/PC7RJ","COL 132, QUI-304","Pata De Pava","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Quindio","Genova","Las Balsas","09-06-1969",1300,4.2667,-75.7167,"","","","Pablo Emilio Daza","09-06-1969","Bush",115,"Absent","Lanceolate","","","","White",26.24,91,7.74,20.04,57.3,68.25,661,223,1.89
"COL1326","SAMN47007452","SRR32633520","COL1326","This study","South America","COL 1326","10.18730/P9RR6","BOY-385, COL 1326","Medina","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Boyaca","Zetaquira","Los Naranjitos","08-02-1970",1510,5.2333,-73.1667,"","","","Pablo Emilio Daza","08-02-1970","Bush",250,"Present","Lanceolate","","","","White",28.17,193,3.63,23.32,32.3,68,656,231,2.64
"COL133","SAMN47007453","SRR32633296","COL133","This study","South America","COL 133","10.18730/PC7SK","COL 133, QUI-305","Morada O Llanera","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Quindio","Genova","Las Balsas","09-06-1969",1300,4.2667,-75.7167,"","","","Pablo Emilio Daza","09-06-1969","Bush",320,"Present","Elliptic-Lanceolate","","","","White",15.7,130,15.8,25.51,44.2,63.5,635,183,3.78
"COL1361","SAMN47007455","SRR32633285","COL1361","This study","South America","COL 1361","10.18730/PBDHY","COL 1361, SAN-425","Chile Perch","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Santander Del Sur","Guadalupe","Villa Ninfa","16-03-1970",1240,6.2333,-73.3833,"","","","Pablo Emilio Daza","16-03-1970","Bush",300,"Absent","Straight or Linear","","","","White",20.74,38,16,24.78,27,64.25,845,172,4.6
"COL1362","SAMN47007456","SRR32689836","COL1362_1","This study","South America","COL 1362","10.18730/PAZ9J","COL 1362, SAN-426","Percha","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Santander Del Sur","Guadalupe","Villa Ninfa","16-03-1970",1240,6.2333,-73.3833,"","","","Pablo Emilio Daza","16-03-1970","Bush",300,"Absent","Lanceolate","Green-Yellow","Dark Green","Nine Lobes","White",34.2,130,4.2,21.35,40.4,65.1,761,265,2.74
"COL1362","SAMN47007456","SRR32689825","COL1362_2","This study","South America","COL 1362","10.18730/PAZ9J","COL 1362, SAN-426","Percha","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Santander Del Sur","Guadalupe","Villa Ninfa","16-03-1970",1240,6.2333,-73.3833,"","","","Pablo Emilio Daza","16-03-1970","Bush",300,"Absent","Lanceolate","Green-Yellow","Dark Green","Nine Lobes","White",34.2,130,4.2,21.35,40.4,65.1,761,265,2.74
"COL1366","SAMN47007457","SRR32633387","COL1366","This study","South America","COL 1366","10.18730/PAKVP","COL 1366, SAN-430","Bucaramangue#A","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Santander Del Sur","Guapota","Andalucia","16-03-1970",1480,6.2833,-73.2833,"","","","Pablo Emilio Daza","16-03-1970","Bush",270,"Absent","Lanceolate","","","","White",39.13,69,1.61,18.96,42.6,62.8,925,297,3.72
"COL1399","SAMN47007459","SRR32633376","COL1399","This study","South America","COL 1399","10.18730/PAKTN","COL 1399, SAN-463","Botona","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Santander Del Sur","San Vicente De Chucuri","La Fortuna","18-03-1970",620,6.8167,-73.35,"","","","Pablo Emilio Daza","18-03-1970","Bush",230,"Present","Lanceolate","","","","White",21.93,94,7.89,20.21,52.7,67.4,726,235,3.39
"COL1409","SAMN47007460","SRR32633494","COL1409","This study","South America","COL 1409","10.18730/P9RM2","COL 1409, SAN-473","Colombiana","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Santander Del Sur","Giron","Urbano(R.Suarez)","20-03-1970",750,7.05,-73.15,"","","","Pablo Emilio Daza","20-03-1970","Bush",135,"Present","Elliptic-Lanceolate","","","","White",30.23,51,2.1,22.3,23.75,66.25,737,206,2.87
"COL1412","SAMN47007461","SRR32633483","COL1412","This study","South America","COL 1412","10.18730/PC5PT","COL 1412, SAN-476","Cascajale#A","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Santander Del Sur","Rionegro","El Limon","20-03-1970",480,7.2333,-73.1167,"","","","Pablo Emilio Daza","20-03-1970","Bush",195,"Present","Lanceolate","","","","White",29.47,57,8.01,19.06,51.3,68.5,616,262,2.02
"COL1417","SAMN47007463","SRR32633472","COL1417","This study","South America","COL 1417","10.18730/P7P5N","COL 1417, NOS-307","Sardina","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Norte De Santander","Bochalema","La Palmita","21-03-1970",1350,7.55,-72.6,"","","","Pablo Emilio Daza","21-03-1970","Bush",345,"Absent","Lanceolate","","","","Yellow",25.08,237,11.48,20.91,49.4,67.05,599,145,3.1
"COL1424","SAMN47007464","SRR32633262","COL1424","This study","South America","COL 1424","10.18730/P9RK1","COL 1424, NOS-314","Tarrachiquita","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Norte De Santander","Labateca","Hirum","23-03-1970",1450,7.25,-72.4667,"","","","Pablo Emilio Daza","23-03-1970","Bush",180,"Present","Lanceolate","","","","White",33.7,90,1.4,20.79,48.5,65.1,731,250,2.84
"COL1429","SAMN47007465","SRR32633251","COL1429","This study","South America","COL 1429","10.18730/PC5NS","COL 1429, NOS-319","Chimacotera","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Norte De Santander","Labateca","Hirum","23-03-1970",1450,7.25,-72.4667,"","","","Pablo Emilio Daza","23-03-1970","Bush",250,"Absent","Elliptic-Lanceolate","","","","White",45.52,79,1.36,20.28,46.2,67,703,225,2.8
"COL1430","SAMN47007466","SRR32633572","COL1430","This study","South America","COL 1430","10.18730/PCZ9Z","COL 1430, NOS-320","Cogollimorada","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Norte De Santander","Toledo","Villa Uribe","23-03-1970",1600,7.2667,-72.45,"","","","Pablo Emilio Daza","23-03-1970","Bush",245,"Present","Lanceolate","","","","White",17.35,359,14.6,22.52,21.1,64.4,636,62,4.82
"COL1459","SAMN47007467","SRR32633564","COL1459","This study","South America","COL 1459","10.18730/PCZ5V","CMC 31","Blanca Horquetilla","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Narino","El Tambo","","01-04-1967",2216,1.3667,-77.35,"","INSTITUTO COLOMBIANO AGROPECUARIO","Colombia","E. A. Yepes","03-04-1970","",210,"Present","Lanceolate","","","","Cream",31.84,170,3.31,21.06,40.3,65.5,800,355,2.44
"COL1478","SAMN47007470","SRR32633562","COL1478","This study","South America","COL 1478","10.18730/PC5KQ","CMC 49","Paloma","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Caldas","Chinchina","","01-08-1967",NA,4.9167,-75.55,"","INSTITUTO COLOMBIANO AGROPECUARIO","Colombia","Francisco Garcia","03-04-1970","",NA,"","","","","","",34.19,140,2.59,20.77,52.4,68.2,589,194,2.28
"COL1485","SAMN47007472","SRR32633561","COL1485","This study","South America","COL 1485","10.18730/PDTYW","CMC 56","Neire#A, Neirena","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Caldas","Chinchina","","01-08-1967",NA,4.9167,-75.55,"","INSTITUTO COLOMBIANO AGROPECUARIO","Colombia","Francisco Garcia","08-04-1970","",210,"Absent","Lanceolate","","","","White",32.94,102,3.8,22.01,21,66.6,525,153,3.06
"COL1486","SAMN47007473","SRR32633560","COL1486","This study","South America","COL 1486","10.18730/P8XSZ","CMC 57","Palmire#A, Palmirena","Manihot esculenta","Manihot","esculenta","","Landrace",1,"Colombia","Caldas","Chinchina","","01-08-1967",NA,4.9167,-75.55,"","INSTITUTO COLOMBIANO AGROPECUARIO","Colombia","Francisco Garcia","08-04-1970","",200,"Present","Lanceolate","","","","Cream",28.48,441,5,22.01,41.9,66.5,773,338,2.31
"COL1490","SAMN47007475","SRR32633559","COL1490","This study","South America","COL 1490","10.18730/P9R9W","CMC 61","Guajira","Manihot esculenta","Manihot","esculenta","","Landrace",1,"Colombia","Caldas","Chinchina","","01-08-1967",NA,4.9167,-75.55,"","INSTITUTO COLOMBIANO AGROPECUARIO","Colombia","Francisco Garcia","08-04-1970","",245,"Present","Lanceolate","","","","White",30.8,191,3.81,23.76,38.5,67.25,750,325,2.44
"COL1494","SAMN47007477","SRR32633558","COL1494","This study","South America","COL 1494","10.18730/PCZ3S","CMC 65","Quebradina Blanca","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Caldas","Chinchina","","01-08-1967",NA,4.9167,-75.55,"","INSTITUTO COLOMBIANO AGROPECUARIO","Colombia","Francisco Garcia","08-04-1970","",180,"Present","Oblong-Lanceolate","Green-Yellow","Dark Green","Seven Lobes","White",37.6,67,2.98,22.88,60.7,66.8,377,162,1.79
"COL1495","SAMN47007478","SRR32633557","COL1495","This study","South America","COL 1495","10.18730/P8XRY","CMC 66","Santa Catarina, Sta.Catalina Brava","Manihot esculenta","Manihot","esculenta","","Landrace",0,"Colombia","Caldas","Chinchina","","01-08-1967",NA,4.9167,-75.55,"","INSTITUTO COLOMBIANO AGROPECUARIO","Colombia","Francisco Garcia","08-04-1970","",195,"Present","Lanceolate","","","","White",28.49,672,5.37,22.58,30.6,64.1,764,176,4.07
